time,Ia,Ib,Ic,label
0.0,0.0007515169798161655,-1.084300610044425,0.9754193797725352,StatorShort
0.001,0.36443182123839746,-1.1624568223212586,0.5578841871234278,StatorShort
0.002,0.6830954982926155,-1.251766785498899,0.437380092643362,StatorShort
0.003,0.8488386462330597,-1.0522374351745656,0.3119112810523426,StatorShort
0.004,0.9017569621719608,-1.0053362901013683,0.31110238832483267,StatorShort
0.005,0.8085939983061016,-0.7099577082713789,0.25739957959156584,StatorShort
0.006,0.9659371957508135,-1.0664957529164096,0.188708398921015,StatorShort
0.007,1.2603706401220234,-0.9910905958641794,0.19182624305746193,StatorShort
0.008,1.3757436971116968,-1.0579772359164097,-0.013801264573188348,StatorShort
0.009,1.6836379320965658,-1.0180572025417567,-0.1975926975798094,StatorShort
0.01,2.0433810869608164,-0.6222008712906208,-0.5450983531785186,StatorShort
0.011,1.7731678346258672,-0.48110956101400604,-0.7378795946292991,StatorShort
0.012,1.5159401787833011,-0.09748949695909846,-0.7622967082092384,StatorShort
0.013,1.1678703583403105,0.1830290053068471,-0.8383587481197198,StatorShort
0.014,0.9594342327150122,0.2172999022337443,-0.7713913400783554,StatorShort
0.015,0.8613665469383244,0.2610184862547066,-0.8133832059181918,StatorShort
0.016,0.8951508332025176,0.2092440955307943,-0.7805561609940457,StatorShort
0.017,0.8977002747241243,0.30132938301226947,-0.9050590519318206,StatorShort
0.018,0.7563242569136508,0.7181971714970672,-0.9748415683238089,StatorShort
0.019,0.2971906403800222,0.9765728782141627,-0.9008376382074972,StatorShort
0.02,-0.0029680380579358025,1.170646832793182,-0.957375219585849,StatorShort
0.021,-0.3043120770332128,1.2046194387629143,-0.7773707527174977,StatorShort
0.022,-0.8318393735093724,1.2281602902074615,-0.3986222144526425,StatorShort
0.023,-0.9414374766942746,1.1374342786136817,-0.25932157900617236,StatorShort
0.024,-0.9421579238356432,0.8846733088105979,0.0672585629325185,StatorShort
0.025,-0.8351183313167814,0.7353568139242529,-0.25055011742611266,StatorShort
0.026,-0.8010812223384284,0.7554144529843491,-0.08778642486357802,StatorShort
0.027,-1.01350091054632,0.9900646710125186,-0.24461128100898002,StatorShort
0.028,-1.471576727639104,0.8546189783056476,-0.022011932009090976,StatorShort
0.029,-1.5791040612030185,0.8672751284469644,0.24278024378078114,StatorShort
0.03,-1.7897195174663103,0.780232624287541,0.6332165369810792,StatorShort
0.031,-1.5677241781749232,0.34227395127570176,0.750032582985574,StatorShort
0.032,-1.3805691754302114,0.003621083784353416,0.8452624961657863,StatorShort
0.033,-1.0970372908179757,-0.16672287659555912,0.8750972928156171,StatorShort
0.034,-1.1053068930020329,-0.23156434205424004,0.6952222557522514,StatorShort
0.035,-0.9504221054137844,-0.1337401328337992,0.7037865174678447,StatorShort
0.036,-0.9501430856099411,-0.23955677824465124,0.6733245369994258,StatorShort
0.037,-0.9161097979175793,-0.4312921373543816,0.8458693863053552,StatorShort
0.038,-0.8144732548166909,-0.572171346836827,0.8597924241190322,StatorShort
0.039,-0.49081868566052733,-1.0426019747509565,1.062760977191777,StatorShort
0.04,-0.06896291584222361,-1.2830898409700946,0.9433918006980327,StatorShort
0.041,0.4022946733130174,-1.2964147651140157,0.7801908233586995,StatorShort
0.042,0.8456140337154647,-1.191092328661713,0.4239702729069263,StatorShort
0.043,0.9230084405618498,-0.9927180101187106,0.3769388223920565,StatorShort
0.044,0.8165874482861799,-0.8746348930322657,0.15869323661106516,StatorShort
0.045,0.9916496802995685,-0.8760204361874836,0.23642644899632373,StatorShort
0.046,1.099407093475548,-0.906523602368433,0.23524541061531973,StatorShort
0.047,1.09162788606877,-1.0072766217276823,0.27463183325399554,StatorShort
0.048,1.5202947756600624,-1.0638635352469208,-0.07237078398553873,StatorShort
0.049,1.7518138437087973,-0.9694870462570857,-0.303221416989164,StatorShort
0.05,1.6476996432628646,-0.6341894637497879,-0.4688588036115453,StatorShort
0.051,1.7332136972869219,-0.3870258390873943,-0.7935000365105795,StatorShort
0.052,1.5263495618128555,0.10415947464117194,-0.8568157185701416,StatorShort
0.053,1.0597837400110903,0.1322061824187994,-0.848317564496668,StatorShort
0.054,0.9361340929899199,0.15100902760508556,-0.6851884215981966,StatorShort
0.055,1.0688983614935483,0.22629977527906456,-0.8193965814879162,StatorShort
0.056,0.877441733876133,0.1227174082192629,-0.7063988727886107,StatorShort
0.057,0.9145896535392688,0.39628175312805014,-0.9859794520169813,StatorShort
0.058,0.7019608270213162,0.5598650188489153,-0.857568418516363,StatorShort
0.059,0.4998842555237094,0.8107333351241599,-1.1172572727433647,StatorShort
0.06,-0.10381065719494857,1.2048502203180533,-1.0086983171634296,StatorShort
0.061,-0.5123994380929642,1.1645249589493503,-0.7029856331835357,StatorShort
0.062,-0.5961746530641154,1.205250344960447,-0.4970153752720938,StatorShort
0.063,-0.7992001145207447,0.987795675822197,-0.34738982665398066,StatorShort
0.064,-0.7342059048717389,0.7625017584571794,-0.22389128004447625,StatorShort
0.065,-0.9280500610079117,0.7736258803330345,-0.11872789073262438,StatorShort
0.066,-0.9311013430083436,0.8225402524998695,-0.13927838039748364,StatorShort
0.067,-1.034270924586431,1.0616964080772022,-0.12091276795085651,StatorShort
0.068,-1.4785724235284408,1.0666606566264258,0.08566569598730138,StatorShort
0.069,-1.6525753244951507,0.9675184638133926,0.3471628310208747,StatorShort
0.07,-1.8378544993354018,0.7028677011056627,0.5533562085329359,StatorShort
0.071,-1.7770643258829995,0.3690206516824961,0.8215532451118711,StatorShort
0.072,-1.4245523798323596,-0.05249485551140416,0.8211796047215778,StatorShort
0.073,-0.9845604424811495,-0.12488647862607406,0.6830513429695653,StatorShort
0.074,-0.9434013554280186,-0.17300246625268378,0.801817085700775,StatorShort
0.075,-0.8189197154838013,-0.17587987993147827,0.6672484556332479,StatorShort
0.076,-0.8581110219490306,-0.263439355628127,0.7282850733841791,StatorShort
0.077,-1.0821538665914037,-0.4211197552486877,0.7386745447100994,StatorShort
0.078,-0.7870453732974781,-0.5132469208158785,0.9707008418565187,StatorShort
0.079,-0.4595193119099456,-0.9135539468215331,0.9946063391046248,StatorShort
0.08,0.2916413446805782,-1.203540657495781,0.9842973736362742,StatorShort
0.081,0.5743390615978059,-1.2951682389302113,0.7808941295402033,StatorShort
0.082,0.6586868557945932,-1.3239403008061452,0.4512029852991643,StatorShort
0.083,1.0536056659016313,-0.9509557465414529,0.25456549194445244,StatorShort
0.084,0.9139937249960084,-0.8452982003451567,0.14185439154136376,StatorShort
0.085,0.7876125221514222,-0.8609317847161527,0.20696638793576044,StatorShort
0.086,0.8724971634803865,-0.8070210160340153,0.13407492584002784,StatorShort
0.087,1.1867925233543914,-0.9570448509908768,0.1902060421878108,StatorShort
0.088,1.3926097639306945,-1.0179000169868375,0.06682825563855306,StatorShort
0.089,1.6904312793273928,-0.8952713802462278,-0.21138460168166956,StatorShort
0.09,1.8170511716561586,-0.5779769594024293,-0.5620142178999864,StatorShort
0.091,1.6727227758852516,-0.20866889332584418,-0.7773003905752099,StatorShort
0.092,1.4655705338844867,-0.008204033097018898,-0.7256752448793753,StatorShort
