time,Ia,Ib,Ic,label
0.0,-0.003130437100838654,-0.9592852466825248,1.044342004488292,Bearing
0.001,0.2659583107925861,-1.1078452214559114,0.9547883285159224,Bearing
0.002,0.38107035603895545,-1.173286944360913,0.7493902365617144,Bearing
0.003,0.5687989905225739,-1.1261167437938322,0.5884882212605811,Bearing
0.004,0.8082462040514008,-1.174988572850374,0.4601191731998392,Bearing
0.005,0.9730240392263493,-1.0519155425499809,0.19066903505842317,Bearing
0.006,0.9657670463889981,-1.0698828747587041,0.019936834377665948,Bearing
0.007,1.191366141210962,-0.9316130920919634,-0.1812667387811508,Bearing
0.008,1.1313083076850192,-0.7317399995671934,-0.3040956094143718,Bearing
0.009,1.0660899440449159,-0.6183679891506645,-0.5606042567618793,Bearing
0.01,1.1520732203846333,-0.4429068316619011,-0.7843431696986952,Bearing
0.011,1.0519355818157052,-0.3074181913546623,-0.8673510943892667,Bearing
0.012,0.987930186433711,-0.10321229055445588,-0.8254849785932445,Bearing
0.013,0.9112444451969164,0.09624219387004991,-1.0238902428812966,Bearing
0.014,0.6994004320230642,0.2365703275707347,-1.0596767932574007,Bearing
0.015,0.6889894894324806,0.4134096697922989,-1.0450466224863921,Bearing
0.016,0.5474200042218053,0.5163822222167199,-1.136126739824684,Bearing
0.017,0.3427668864506988,0.6744445454595874,-1.0954106974328606,Bearing
0.018,0.10058453146023622,0.754918037731589,-0.9617478533936568,Bearing
0.019,-0.014180714807938753,0.8244286397153865,-0.9196390462655597,Bearing
0.02,-0.1514567033060782,0.8770213633824958,-0.7561984062253438,Bearing
0.021,-0.31360722230455057,0.8865223827974094,-0.6474984574468164,Bearing
0.022,-0.5548584369873502,0.9691060849017978,-0.48745284942303857,Bearing
0.023,-0.6689839349266088,1.0112555799719267,-0.33053531971885264,Bearing
0.024,-0.7801412041354434,0.9468529655808275,-0.29182087168356463,Bearing
0.025,-0.8288582357175445,0.8317938315166425,-0.008851000740358703,Bearing
0.026,-0.8526372580926733,0.6993798295163909,0.09294731066394502,Bearing
0.027,-0.876299616128791,0.816821937538984,0.22290921189723,Bearing
0.028,-0.9672339283196068,0.5773319322423069,0.2942452508749475,Bearing
0.029,-0.8316794082524509,0.42429753363687384,0.5181359059396099,Bearing
0.03,-0.8537476160200117,0.3457884689801144,0.5612788167450411,Bearing
0.031,-0.8375256169136955,0.24408800784916526,0.634780799421206,Bearing
