time,Ia,Ib,Ic,label
0.0,-0.1320809205996739,-1.255567659384977,1.032694201765161,StatorShort
0.001,0.5767143914277704,-1.0979488831825823,0.7430959945635714,StatorShort
0.002,0.7638294467190294,-1.1312810941012692,0.47393166507668394,StatorShort
0.003,0.8658051016521421,-1.0585902818031558,0.2266323032683782,StatorShort
0.004,0.9708092282225058,-0.9270075510996784,0.20233833915681074,StatorShort
0.005,0.8700367035434513,-0.7624501092841065,0.22186908385937384,StatorShort
0.006,0.9481817879370419,-0.7085328706226113,0.24068276860580312,StatorShort
0.007,1.2164703324255233,-0.9555918086732226,0.24511147563365832,StatorShort
0.008,1.3168968256430664,-1.040644299414105,-0.00339234382625302,StatorShort
0.009,1.5825952906841148,-0.9104132859614027,-0.20498702662101803,StatorShort
0.01,1.750339758455653,-0.6652834986706785,-0.6050756343120675,StatorShort
0.011,1.6132552544054246,-0.33826077874802274,-0.8403017367361819,StatorShort
0.012,1.489138759342418,-0.09415173024199101,-0.7958027632854805,StatorShort
0.013,1.1569334711355999,0.14367137554410347,-0.8677706346434084,StatorShort
0.014,0.9288918970453706,0.32047866044293094,-0.7262228734445911,StatorShort
0.015,0.8052719599411524,0.15927407788263725,-0.7507783258630014,StatorShort
0.016,0.7586878475851955,0.2749222723920305,-0.620232307195106,StatorShort
0.017,1.0173249396419934,0.22680133643940217,-0.8756900854197263,StatorShort
0.018,0.7313737682652544,0.5734884617335764,-1.072444647249954,StatorShort
0.019,0.4645527135197801,0.9247834917519182,-1.102040188419772,StatorShort
0.02,-0.1742742460125233,1.3182802326757272,-0.8667540636559107,StatorShort
0.021,-0.44693985094144717,1.2068086877202342,-0.4785370185759258,StatorShort
0.022,-0.7800961377266062,1.2730181368645603,-0.5313682302613479,StatorShort
0.023,-0.8957161258298783,1.1443654661461764,-0.3427928347472745,StatorShort
0.024,-0.9851745771831868,0.9103433262233952,-0.21351742935179882,StatorShort
0.025,-0.9152966972813859,0.6952697513933994,-0.1372390523832813,StatorShort
0.026,-1.0229681866041063,0.9295213132579753,-0.15953042030275522,StatorShort
0.027,-1.1167610109136936,1.0323392901735273,-0.1559274812352756,StatorShort
0.028,-1.3566808265141808,1.0284837996314395,0.007281027161555561,StatorShort
0.029,-1.6700687610156335,0.9965611359845432,0.23757094207431825,StatorShort
0.03,-1.8887847175244477,0.6523631316049886,0.560673822374633,StatorShort
0.031,-1.6318251270714723,0.26929645516642814,0.8396271009601075,StatorShort
0.032,-1.4406305198228653,0.02801437450036629,0.916272430124482,StatorShort
0.033,-0.9874856039492308,-0.21914130228170603,0.8552316747078532,StatorShort
0.034,-0.8843678559317452,-0.2184339255613856,0.7536515901135259,StatorShort
0.035,-0.8419860853700752,-0.1971781832130503,0.8157755518278382,StatorShort
0.036,-0.8581051666376713,-0.21630711928612512,0.8013650477988139,StatorShort
0.037,-0.8789860030800383,-0.45761825100373676,0.850391780456993,StatorShort
0.038,-0.7607836776477783,-0.6301130504489244,1.0844248462532107,StatorShort
0.039,-0.40538433691958564,-1.020806350552979,1.2125247480597285,StatorShort
0.04,-0.04052200733055047,-1.24863066817594,0.9342967150673754,StatorShort
0.041,0.5319793945077824,-1.3214485380554875,0.7625161201659755,StatorShort
0.042,0.8221468279562958,-1.2322653210555878,0.3746620879988125,StatorShort
0.043,0.8146985624834653,-0.9540995934596761,0.203639063650847,StatorShort
0.044,0.9124255160467565,-0.8188518436597979,0.17927983713176146,StatorShort
0.045,0.775078659919864,-0.8141607059086807,0.18342823630818084,StatorShort
0.046,0.9578808148609668,-0.9006941107166759,0.1550285544409694,StatorShort
0.047,1.1696550560675332,-0.9304454516382124,0.05416030365245131,StatorShort
0.048,1.3408961475046968,-0.9046967880174862,-0.006297056810704256,StatorShort
0.049,1.6488186304127563,-0.8928042588072359,-0.44976069556639064,StatorShort
0.05,1.972209314899484,-0.5355553854211927,-0.4780851156391906,StatorShort
0.051,1.7406312757441569,-0.2893128462987794,-0.9242067474933362,StatorShort
0.052,1.500155110648254,0.02236553160234337,-0.8034604570293854,StatorShort
0.053,1.270383330206938,0.10263797829330165,-0.7790100107666701,StatorShort
0.054,0.903846485888567,0.3135354754659364,-0.8011671778969476,StatorShort
0.055,0.9524703216297333,0.06419186967256404,-0.7063350710225644,StatorShort
0.056,0.9893584054711101,0.2304213614417829,-0.6850479719654705,StatorShort
0.057,0.8967526961107597,0.38656552228097324,-0.858707565760276,StatorShort
0.058,0.8137339250091874,0.6761513610243719,-0.9380592975492791,StatorShort
0.059,0.6057158908364636,1.049496483400663,-0.9328387676608838,StatorShort
0.06,-0.08565797121258366,1.2788040491908574,-0.9575249780520646,StatorShort
0.061,-0.5520494618785926,1.1740823579292194,-0.8181062458000761,StatorShort
0.062,-0.7272826741109463,1.1057600520139266,-0.4120685583829114,StatorShort
0.063,-0.9802556397445645,0.9274872018296683,-0.3471471000943697,StatorShort
0.064,-0.9097649954087438,0.7912874243878925,-0.20077705778036253,StatorShort
0.065,-0.8507649178659462,0.6972133671627357,-0.25922013001587857,StatorShort
0.066,-0.9964032601709756,1.0047841498498002,-0.18424539889456162,StatorShort
0.067,-1.1806335185641144,0.9292831296880355,-0.09128568288059409,StatorShort
0.068,-1.442240731748612,1.021578304093226,0.05764970020376671,StatorShort
0.069,-1.6364961365221855,0.8817522949153995,0.269825779372096,StatorShort
0.07,-1.7796136323095342,0.7834025709105016,0.5899997284783298,StatorShort
0.071,-1.694043760017305,0.29231752346626133,0.6782220921917259,StatorShort
