time,Ia,Ib,Ic,label
0.0,-0.017615002920757912,-1.03597303162128,1.0243087756149671,Bearing
0.001,0.2509922652586214,-1.087085391747752,0.935203988885292,Bearing
0.002,0.38775616136174074,-1.1254940014213821,0.7283600168264993,Bearing
0.003,0.7011763039637117,-1.1981613417727597,0.6853767426361924,Bearing
0.004,0.7615164237026544,-1.1782310521553203,0.4378343150686015,Bearing
0.005,0.8509652266297218,-1.1101312472486393,0.3002000329495985,Bearing
0.006,1.0259469400846768,-1.0068502752240358,0.03461512731257841,Bearing
0.007,1.0963924021412874,-0.9420362883668907,-0.1557566394221507,Bearing
0.008,1.0838302741638994,-0.7438339398203764,-0.3193364755016331,Bearing
0.009,1.1068546677509452,-0.6458901163597023,-0.53874875115,Bearing
0.01,1.0264952426717042,-0.43180698872348067,-0.706516074241247,Bearing
0.011,1.1052617105600047,-0.23432272611954605,-0.7872123576561083,Bearing
0.012,0.9956700426081898,-0.11397778855835247,-0.9194462769071063,Bearing
0.013,0.8369188665098863,0.0574996413601404,-1.0630367017698301,Bearing
0.014,0.8162127714301708,0.253477176498973,-1.086251005991149,Bearing
0.015,0.7247509722832022,0.382129388996695,-1.0541599048064765,Bearing
0.016,0.4462165895173922,0.5360650525635273,-1.147094409890123,Bearing
0.017,0.2885092697001835,0.6660487949606508,-1.114047360555734,Bearing
0.018,0.2399428701935067,0.7835710118136703,-1.0408662423595958,Bearing
0.019,0.001434109975302432,0.9131863834151636,-0.9667919744140503,Bearing
0.02,-0.22721813755446688,0.9758434479843844,-0.7920620155473197,Bearing
0.021,-0.3424278801477953,0.9547918153546935,-0.6953802604657059,Bearing
0.022,-0.5637882988212182,1.015899599744352,-0.5559807343353538,Bearing
0.023,-0.6761409928334956,1.0144157489520895,-0.3819902869226911,Bearing
0.024,-0.6308750962103835,0.8702080220073989,-0.24224516648872163,Bearing
0.025,-0.8574491775677692,0.8281647917641545,-0.07560197528924681,Bearing
0.026,-0.8004621894358734,0.7756473320900794,0.05648626764526838,Bearing
0.027,-0.8408451448057273,0.6928992396155407,0.11765857895980286,Bearing
0.028,-0.8967151885875064,0.6245353179491019,0.3696917003921353,Bearing
0.029,-0.7857627661545596,0.4223881060129284,0.38785039006535665,Bearing
0.03,-0.803864483195424,0.3966595949413372,0.4818348393633727,Bearing
0.031,-0.7452085145267726,0.30831750387068596,0.7310993443775123,Bearing
0.032,-0.7186396220449395,0.04737631030391384,0.7072138511894371,Bearing
0.033,-0.7178972727564418,0.05456559495040038,0.7428535334521928,Bearing
0.034,-0.6704472145936312,-0.22078068357620928,0.7549236342400684,Bearing
0.035,-0.5248875282631834,-0.27174617713847665,0.8660449374251253,Bearing
0.036,-0.4497872405380784,-0.35987335116844904,0.8018756694623297,Bearing
0.037,-0.3812176341004568,-0.47662526799287375,0.8185094807636757,Bearing
0.038,-0.22677106949081385,-0.5774943866948267,0.7679259191263064,Bearing
0.039,-0.14616420019849666,-0.6560322372235905,0.8729623455167581,Bearing
0.04,-0.058184841266820775,-0.7277972019976382,0.7076464621092943,Bearing
0.041,0.12798943879092492,-0.8435715805518601,0.5976117829081641,Bearing
0.042,0.22963138999685992,-0.8055679515112543,0.4792611059735362,Bearing
0.043,0.39469523836844106,-0.8397895194337262,0.5210859419945575,Bearing
0.044,0.5027758457551097,-0.8387010782288752,0.3476485444011516,Bearing
0.045,0.492949487913822,-0.8370395124530522,0.3097719997424132,Bearing
0.046,0.6019471588897112,-0.798520133094045,0.20602422223473715,Bearing
0.047,0.6761083240979586,-0.7628726566876883,0.029981564917175404,Bearing
0.048,0.8252408409750351,-0.7809550415061892,-0.06280693986852053,Bearing
0.049,0.7573001969748631,-0.570636195815917,-0.16515221292636872,Bearing
0.05,0.7949967403443223,-0.5556840802238824,-0.3469469918028368,Bearing
0.051,0.8302392735911635,-0.447672559806248,-0.48667684593780397,Bearing
0.052,0.8835902978557859,-0.3084623707818938,-0.5163409869467455,Bearing
0.053,0.8158947175273821,-0.16753453241066132,-0.6626695077366219,Bearing
0.054,0.8071177878437611,0.0012499090076840205,-0.7432699173576907,Bearing
0.055,0.8955579729342351,0.17716162937635066,-0.8371131520961009,Bearing
0.056,0.7556119993220075,0.2575115181151095,-0.8899134225130717,Bearing
0.057,0.732397011958938,0.41990380163375673,-0.992140488454667,Bearing
0.058,0.49466033459476877,0.5919393791865427,-0.9667452880409799,Bearing
0.059,0.3540122098920479,0.7024267970399802,-1.0377718586143094,Bearing
0.06,0.15629149050364463,0.839812244806891,-0.9893769179742707,Bearing
0.061,-0.006464393461309274,0.8773454642025862,-0.8992944021178892,Bearing
0.062,-0.323187238013549,1.0567320253295567,-0.815490876939541,Bearing
0.063,-0.2905243804202992,1.0453665147493147,-0.7385258615970424,Bearing
0.064,-0.5530596200717168,1.0397127017234145,-0.6299530858357973,Bearing
0.065,-0.6015834870189583,1.0652548841896212,-0.46316275534771273,Bearing
0.066,-0.8262612061005952,1.0270514590053437,-0.30601458645232255,Bearing
0.067,-0.8824288151685904,0.9318065296578903,-0.1122694375448563,Bearing
0.068,-0.9132475249122192,0.9360027408503501,0.09490380642240377,Bearing
0.069,-0.9969372742072616,0.8108065875086942,0.34249305691956516,Bearing
0.07,-1.1449448893340757,0.6792101929139537,0.49887823531247666,Bearing
0.071,-1.0562242250002938,0.5085190575632638,0.6017227177684757,Bearing
0.072,-1.0734310253428831,0.3214745474540896,0.6690883615600479,Bearing
0.073,-1.0731114884227155,0.15613501895592077,0.9479363961736783,Bearing
0.074,-1.0325421457462782,0.0336644307844598,0.9339372706312832,Bearing
0.075,-0.8326858051273184,-0.17394817781834038,1.0896231191441623,Bearing
0.076,-0.8125149710807056,-0.3356076671168433,1.1476997660747035,Bearing
0.077,-0.69641281584914,-0.5780899631642571,1.1614551782046434,Bearing
0.078,-0.4800011709281433,-0.7658642395318419,1.1708773072989012,Bearing
0.079,-0.23631208379860197,-0.8522963204023081,1.201467619114927,Bearing
0.08,0.0706507889271137,-0.9353537548163636,0.9883868906945259,Bearing
0.081,0.2574625474619152,-1.007107542375539,0.8623600775579494,Bearing
0.082,0.3895911797409568,-1.0607200584719219,0.7692484682119727,Bearing
0.083,0.5353354805383757,-1.1150398425512478,0.6470949931651202,Bearing
0.084,0.768698608128902,-1.0996114226695282,0.4295333957089289,Bearing
0.085,0.8635195171432799,-1.0299262809857335,0.19689281294876737,Bearing
0.086,0.9943728872362585,-1.0323012770976123,0.04166263325993058,Bearing
0.087,1.1571981234174615,-0.9674151306262797,-0.10342504770012728,Bearing
0.088,1.1538235560515389,-0.7533981725820708,-0.32572501145871596,Bearing
0.089,1.0671841187683933,-0.6006329819971314,-0.5833185365884563,Bearing
0.09,1.1050759852286398,-0.4714040391412294,-0.6961827357367604,Bearing
0.091,1.084342012167911,-0.24724732870151978,-0.7698907446933895,Bearing
0.092,0.9837189551593072,-0.07754033532900972,-0.8883841181429765,Bearing
0.093,0.9381585652129216,0.0907536959009745,-1.0099917823521634,Bearing
0.094,0.7934887969772241,0.2732448377389714,-1.035353719510202,Bearing
0.095,0.5639796661818444,0.3705959228123951,-1.06182840660222,Bearing
0.096,0.5325418788558443,0.5245068277121462,-1.054305955272797,Bearing
0.097,0.2561511271608315,0.7051865848393897,-1.0871735800476436,Bearing
0.098,0.20414868977015957,0.7526789288989976,-0.9295751253609827,Bearing
0.099,-0.07174740656281951,0.7895779538460665,-0.7991507311754018,Bearing
0.1,-0.173727669459387,0.89741167516536,-0.806293550560344,Bearing
0.101,-0.38455472729453194,0.9111751789285516,-0.6246590067627669,Bearing
0.102,-0.5900190853710009,0.9421422594988824,-0.49798339331247304,Bearing
0.103,-0.6183365888228727,0.9538687181131771,-0.4251850545870322,Bearing
0.104,-0.7243491481140332,0.9613182831818218,-0.23199732978521662,Bearing
0.105,-0.8690499344958904,0.8774635952907227,-0.0887913696917889,Bearing
0.106,-0.9303105626648107,0.8457032408939333,0.16138087599140571,Bearing
0.107,-0.8543248481685828,0.6904701863116351,0.19608897474985085,Bearing
0.108,-0.8488001782316654,0.644451367737434,0.3852569026519796,Bearing
0.109,-0.8408347285710529,0.4649923549471352,0.41204838932951987,Bearing
0.11,-0.7781487370093932,0.2953530621218674,0.5585108466576812,Bearing
0.111,-0.7108895823669794,0.2751807929240455,0.5669688274721386,Bearing
0.112,-0.7133007002335808,0.11802121125255569,0.7534378718339249,Bearing
0.113,-0.7142486857814294,-0.08001229959548839,0.7773537999082045,Bearing
0.114,-0.5520736709646683,-0.1388151694498725,0.8074392882726442,Bearing
0.115,-0.5694601286607782,-0.3206332868762041,0.8080005513633259,Bearing
0.116,-0.5095737379143721,-0.4263967084150537,0.8082632647235551,Bearing
0.117,-0.2922564652765851,-0.4768705179307779,0.7701021481555762,Bearing
0.118,-0.26899511199212095,-0.6000710980187807,0.7790744925010937,Bearing
0.119,-0.1371352661112804,-0.6900671527979293,0.8035903680983776,Bearing
0.12,0.047520695317825,-0.795899276207072,0.6636118947204194,Bearing
0.121,0.09053164187625831,-0.7490728044855537,0.6468925226634976,Bearing
0.122,0.2398809184494563,-0.827553837916912,0.5163098802108519,Bearing
0.123,0.44100535888932935,-0.8455759410664607,0.49842872090927737,Bearing
0.124,0.4230945781958323,-0.8858860063526883,0.34020011448896936,Bearing
0.125,0.5743380158660684,-0.9234098595861598,0.3482310011797502,Bearing
0.126,0.5664323314928575,-0.7690604609004766,0.1526430470397252,Bearing
0.127,0.8076791281240615,-0.7837182716241098,0.02486278500084157,Bearing
